title,directedBy,starring,imdbId,item_id
Darling (2010),A. Karunakaran,"Prabhas,Kajal Agarwal,Prabhu Ganesan,Mukesh Rishi,M. S. Narayana",1649303,171531
The Kinematograph (2009),Tomasz Bagiński,,1567247,171533
S.S.D. (2008),Vadim Shmelyov,"Anfisa Chekhova,Dmitriy Kubasov,Artyom Mazunov,Ivan Nikolaev,Stas Shmelev",1329231,171543
The Best Movie 3-DE (2011),Kirill Kuzin,"Garik Kharlamov,Mikhail Galustyan,Ekaterina Kuznetsova,Mikhail Efremov,Dmitriy Kharatyan",1796603,171545
InAlienable (2008),Robert Dyke,Richard Hatch,1027874,171547
The New Year's Rate Plan (2008),Evgeniy Bedarev,"Valeriya Lanskaya,Maksim Matveev,Svetlana Sukhanova,Daniil Strakhov,Miroslava Karpovich",1373243,171549
The Bartender (2015),Dina Shturmanova,"Vitaliy Gogunskiy,Ivan Okhlobystin,Yuliya Parshuta,Yuriy Stoyanov,Zhanna Epple",4457820,171557
Flower (2017),Max Winkler,"Zoey Deutch,Adam Scott,Kathryn Hahn,Dylan Gelula,Eric Edelstein",2582784,171581
Bottom of the World (2017),Richard Sears,"Jena Malone,Douglas Smith,Ted Levine,Tamara Duarte,Jon McLaren",2337841,171599
Kill the Dragon (1988),Mark Zakharov,"Aleksandr Abdulov,Oleg Yankovskiy,Evgeni Leonov,Vyacheslav Tikhonov,Aleksandra Zakharova",0096329,171603
The Lovers (2017),Azazel Jacobs,"Debra Winger,Tracy Letts,Aidan Gillen,Melora Walters,Tyler Ross",5770620,171609
Asssscat (2007),Eric Cochran,"Matt Besser,Amy Poehler,Ian Roberts,Matt Walsh,Sean Conroy",1227538,171669
Norman: The Moderate Rise and Tragic Fall of a New York Fixer (2017),Joseph Cedar,"Richard Gere,Lior Ashkenazi,Michael Sheen,Charlotte Gainsbourg,Dan Stevens",4191702,171689
Country of the Deaf (1998),Valery Todorovsky,"Chulpan Khamatova,Dina Korzun,Maksim Sukhanov,Nikita Tyunin,Aleksandr Yatsko",0143907,171703
Den radio (2001),,"Leonid Barats,Nonna Grishaeva,Aleksandr Demidov,Rostislav Khait,Kamil Larin",5952180,171705
Lurking Fear (1994),C. Courtney Joyner,"Jon Finch,Blake Adams,Ashley Laurence,Vincent Schiavelli,Jeffrey Combs",0110410,171711
The Lighthouse of the Orcas (2016),Gerardo Olivares,"Maribel Verdú,Joaquín Furriel,Ana Celentano,Osvaldo Santoro",4944658,171715
Human Target (1990),Mark Aizenberg,"Aleksandr Abdulov,Aleksandr Fatyushin,Emmanuil Vitorgan,Donatas Banionis,Igor Kvasha",2860568,171717
Moontrap (1989),Robert Dyke,"Walter Koenig,Bruce Campbell,Robert Kurcz,Leigh Lombardi,Tom Case",0097911,171725
The Best Movie (2008),Kirill Kuzin,"Garik Kharlamov,Mikhail Galustyan,Vladimir Turchinsky,Armen Dzhigarkhanyan,Pavel Volya",1179067,171729
Kabhi Alvida Naa Kehna (2006),Karan Johar,"Shah Rukh Khan,Rani Mukerji,Preity Zinta,Abhishek Bachchan,Amitabh Bachchan",0449999,171737
"Dzhentlmeny, Udachi! (2012)",Dmitriy Kiselev,"Sergei Bezrukov,Yuriy Kutsenko,Valentin Smirnitskiy,Dima Bilan",2592464,171741
Death Note: Desu nôto (2006–2007),,,0877057,171749
Munna bhai M.B.B.S. (2003),Rajkumar Hirani,"Sanjay Dutt,Arshad Warsi,Sunil Dutt,Gracy Singh,Rohini Hattangadi",0374887,171751
Amityville: The Awakening (2017),Franck Khalfoun,"Bella Thorne,Cameron Monaghan,Jennifer Morrison,Jennifer Jason Leigh,Taylor Spreitler",1935897,171757
The Beguiled (2017),Sofia Coppola,"Colin Farrell,Nicole Kidman,Kirsten Dunst,Elle Fanning,Angourie Rice",5592248,171759
Baby Driver (2017),Edgar Wright,"Ansel Elgort,Kevin Spacey,Lily James,Eiza González,Jon Bernthal",3890160,171763
Isle of Flowers (1989),Jorge Furtado,"Luciane Azevedo,Júlia Barth,Paulo José,Ciça Reckziegel,Gosei Kitajima",0097564,171769
Club of the Laid Off (1989),Jiří Barta,,0777905,171775
Innocence Unprotected (1968),Dusan Makavejev,"Dragoljub Aleksić,Bratoljub Gligorijević,Vera Jovanović,Ana Milosavljević,Pera Milosavljevic",0063342,171793
The Fall of Berlin (1950),Mikheil Chiaureli,"Mikheil Gelovani,Boris Andreyev,Aleksei Gribov,Maksim Shtraukh",0041727,171797
Range 15 (2016),Ross Patterson,"Sean Astin,Keith David,Danny Trejo,William Shatner,Mindy Robinson",4687276,171799
The Enemy (2011),Dejan Zecevic,"Aleksandar Stojković,Vuk Kostić,Тихомир Станић,Ljubomir Bandović,Marija Pikić",1517225,171819
The Kopeck (2002),Ivan Dykhovichnyy,"Andrey Krasko,Roman Madyanov,Aleksandra Kulikova,Sergey Shnurov,Olga Dihovichnaya",0322988,171825
Mirror for a Hero (1988),Vladimir Khotinenko,"Sergey Koltakov,Ivan Bortnik,Boris Galkin,Natalya Akimova,Feliks Stepun",0094371,171843
Wandering Sagittarius (1993),Georgiy Shengeliya,"Vladimir Ilin,Tatyana Dogileva,Irina Feofanova,Nikolai Pastukhov,Yuri Senkevich",0108235,171845
Realive (2016),Mateo Gil,"Tom Hughes,Charlotte Le Bon,Oona Chaplin,Barry Ward,Julio Perillán",4074928,171869
I Accuse My Parents (1944),Sam Newfield,"Mary Beth Hughes,Robert Lowell,John Miljan,Vivienne Osborne,George Meeker",0037798,171877
Hidden Kisses (2017),Didier Bivel,"Patrick Timsit,Bérenger Anceaux,Jules Houplain,Bruno Putzulu,Barbara Schulz",5572566,171879
100 Women (2002),Michael Davis,"Chad Donella,Jennifer Morrison,Erinn Bartlett,Steve Monroe,Chene Lawson",0265010,171899
Love and Lies (1980),Ilya Frez,"Tatyana Aksyuta,Nikita Mikhajlovsky,Yelena Solovey,Irina Miroshnichenko,Lidiya Fedoseyeva-Shukshina",0153489,171903
The Answer (2015),Iqbal Ahmed,"Austin Hébert,Alexis Carra,David S. Lee,Adam Shapiro,Mark Deklin",2484224,171919
Hounds of Love (2017),David Ellis,"Emma Booth,Ashleigh Cummings,Stephen Curry,Susie Porter,Damian de Montemas",3896738,171925
Canım Kardeşim (1973),Ertem Eğilmez,"Tarık Akan,Halit Akçatepe,Kahraman Kıral,Metin Akpinar,Adile Naşit",0267351,171977
The Dream of a Ridiculous Man (1992),Aleksandr Petrov,,0475730,171991
Urok literatury (1968),Aleksei Korenev,"Evgeniy Steblov,Leonid Kuravlyov,Inna Makarova,Vakentina Malyavina,Evgeni Leonov",0063752,172005
Loveless (2017),Andrey Zvyagintsev,,6304162,172009
Hatred (2016),Wojciech Smarzowski,"Michalina Łabacz,Arkadiusz Jakubik,Wasyl Wasylik,Adrian Zaremba,Lech Dyblik",6068960,172017
Mommies (2012),Dmitriy Dyuzhev,"Sergei Bezrukov,Dmitriy Dyuzhev,Mikhail Porechenkov,Egor Beroev,Sergei Badyuk",2258465,172019
Height (1957),Aleksandr Zarkhi,"Nikolai Rybnikov,Inna Makarova,Gennadi Karnovich-Valua,Marina Strizhenova,Vasili Makarov",0051175,172023
Officers (1971),Vladimir Rogovoy,"Georgiy Yumatov,Alina Pokrovskaya,Vasili Lanovoy,Natalya Rychagova,Aleksandr Voevodin",0067517,172077
A Gift with a Character (2014),Karen Oganesyan,"Mikhail Galustyan,Fyodor Bondarchuk,Ekaterina Klimova,Nikolay Valuev,Irina Bezrukova",3963170,172085
8 New Dates (2015),Marius Balchunas,"Vladimir Zelenskiy,Oksana Akinshina,Mikhail Galustyan,Anastasiya Zadorozhnaya,Polina Maksimova",4230876,172091
The Dawns Here Are Quiet (2015),Renat Davletyarov,"Pyotr Fyodorov,Anastasiya Mikulchina,Evgenia Malakhova,Agniya Kuznetsova,Sofia Lebedeva",4629032,172093
Het Bombardement (2012),Ate de Jong,"Jan Smit,Roos van Erkel,Pieter van der Sman,Mike Weerts,Monic Hendrickx",2363219,172095
Peasants (1981),Iskra Babich,"Aleksandr Mikhaylov,Irina Ivanova,Pyotr Glebov,Anatoliy Solonitsyn",0133108,172097
Courier to the East (1991),Aleksandr Basaev,"Blu Aruag,Vladimir Borodin,David Gabarayev,Sergei Priselkov,Nurberdy Allaberdyyev",2365172,172103
As the Gods Will (2014),Takashi Miike,"Sota Fukushi,Ryunosuke Kamiki,Hirona Yamazaki,Mio Yuki,Jingi Irie",3354222,172107
Another Year (2014),Oksana Bychkova,"Aleksey Filimonov,Nadezhda Lumpova,Olga Aksyonova,Yevgeni Syty",3508808,172133
Two Days (2011),Avdotya Smirnova,"Fyodor Bondarchuk,Kseniya Rappoport,Boris Kamorzin,Boris Khlebnikov,Anna Mikhalkova",1945081,172139
Women vs. Men (2015),Tair Mamedov,"Roman Yunusov,Aleksandr Golovin,Natalya Rudova,Tair Mamedov",4464702,172155
Love and the City 3 (2013),Marius Balchunas,"Vera Brezhneva,Anastasiya Zadorozhnaya,Vladimir Zelenskiy,Filipp Kirkorov,Aleksey Chadov",2739884,172157
The Last Adventure (1967),Robert Enrico,"Lino Ventura,Alain Delon,Joanna Shimkus,Serge Reggiani,Odile Poisson",0061376,172163
Kolya - Rolling Stone (2005),Nikolai Dostal,"Andrei Zhigalov,Sergey Batalov,Lev Borisov,Alla Kliouka,Irina Rozanova",0791635,172171
Cloud Heaven (1990),Nikolai Dostal,"Andrei Zhigalov,Sergey Batalov,Irina Rozanova,Alla Kliouka,Anna Ovsyannikova",0102574,172173
School Of Life (2005),William Dear,"David Paymer,Ryan Reynolds,John Astin,Andrew Robb",0340331,172223
Not Quite Human (1987),Steven Hilliard Stern,"Jay Underwood,Alan Thicke,Robyn Lively,Joseph Bologna",0093649,172247
Chris Rock: Never Scared (2004),Joel Gallen,Chris Rock,0405832,172343
A Tale of Lost Times (1964),Aleksandr Ptushko,"Oleg Anofriev,Savely Kramarov,Rina Zelyonaya,Lyudmila Shagalova,Sergei Martinson",0166804,172407
Boj S Tenyu 2: Revansh (2007),Anton Megerdichev,"Denis Nikiforov,Andrei Panin,Elena Panova,Ivan Makarevich,Dmitriy Shevchenko",0459759,172415
Ghost (2015),Aleksandr Voytinskiy,"Fyodor Bondarchuk,Yan Tsapnik,Anna Antonova,Igor Ugolnikov,Semyon Treskunov",4559932,172421
The One (2015),Kirill Belevich,"Andrey Merzlikin,Ilya Korobko,Anna Prus,Arina Borisova,Mikhail Evlanov",4196010,172423
Семь кабинок (2007),,,1821599,172425
Little Man (2006),Esben Tønnesen,"Nikolaj Rasmussen,Malene Rasmussen,Philip Gjedde,Lotte Bergstrøm",0479293,172427
Dark World: Equilibrium (2013),Oleg Assadulin,"Mariya Pirogova,Pavel Priluchniy",3338268,172431
The Hunter's Prayer (2017),Jonathan Mostow,"Sam Worthington,Odeya Rush,Amy Landecker,Dean S. Jagger,Verónica Echegui",2674358,172433
Easy on the Eyes (2014),Eugene Abizov,"Garik Kharlamov,Kristina Asmus,Yekaterina Vasilyeva,Yuriy Kuznetsov,Aleksandr Revva",3621288,172435
Alive in Joburg (2005),Neill Blomkamp,"Dawie Ackermann,Jason Cope,Sharlto Copley,Braam Greyling,Godfrey Seome",0813999,172437
Toyland (2007),Jochen Alexander Freydank,"Julia Jäger,Cedric Eich,David C. Bunners,Torsten Michaelis,Claudia Hübschmann",1280548,172439
Beatriz at Dinner (2017),Miguel Arteta,"Salma Hayek,John Lithgow,Connie Britton,Jay Duplass,Amy Landecker",5929750,172455
Bolshoi (2017),Valery Todorovsky,"Alisa Freyndlikh,Aleksandr Domogarov,Nicolas Le Riche,Margarita Simonova,Anna Isaeva",6278008,172465
To The Stars By Hard Ways (1980),Richard Viktorov,"Yelena Metyolkina,Vadim Ledogorov,Uldis Lieldidžs,Yelena Fadeyeva,Vatslav Dvorzhetsky",0126237,172467
Bangkok Hilton (1989),Ken Cameron,"Nicole Kidman,Denholm Elliott,Hugo Weaving,Joy Smithers,Norman Kaye",0096540,172471
Paris à tout prix (2013),Reem Kherici,"Reem Kherici,Tarek Boudali,Cécile Cassel,Philippe Lacheau,Shirley Bousquet",2420886,172485
Harvest Moon (1998),Karen Shakhnazarov,"Anna Germ,Andrei Panin,Yelena Koreneva,Vladimir Ilin,Valeriy Priyomykhov",0148059,172487
T2 3-D: Battle Across Time (1996),James Cameron,"Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,Robert Patrick",0117880,172497
Совершенно серьезно (1961),Leonid Gayday ,,0055468,172499
8 First Dates (2012),David Dodson,"Oksana Akinshina,Vladimir Zelenskiy,Denis Nikiforov,Yekaterina Varnava,Sabina Akhmedova",2258239,172505
Stone (2012),Vyacheslav Kaminsky,"Sergey Svetlakov,Olesya Sudzilovskaya,Nikolai Kozak,Yelena Koreneva,Valda Bičkutė",2156825,172507
No Need to Grieve (2010),Ivan Bychkov,"Vladimir Ilin,Evgeniy Stychkin,Yuri Stepanov,Fyodor Dobronravov,Nina Usatova",2628798,172513
Hooked on the Game 2. The Next Level (2010),Pavel Sanaev,"Sergey Chirkov,Pavel Priluchnyy,Agniya Ditkovskite,Viktor Verzhbitskiy,Igor Sklyar",1620549,172515
We Are from the Future 2 (2010),Dmitri Voronkov,"Vladimir Yaglych,Aleksei Barabash,Ekaterina Klimova,Igor Petrenko,Dmitriy Stupka",1590125,172517
World Builder (2007),Bruce Branit,,1419113,172519
Love and the City 2 (2010),Marius Balchunas,"Vera Brezhneva,Anastasiya Zadorozhnaya,Vladimir Zelenskiy,Filipp Kirkorov,Anastasiya Stotskaya",1510274,172523
Sea Monsters: A Prehistoric Adventure (2008),Sean MacLeod Phillips,"Jerry Hoffman,Jennifer Aguilar,Michael Ashcraft",1027743,172531
Nightmare City 2035 (2007),Terence H. Winkless,"Maxwell Caulfield,Alexis Thorpe,Todd Jensen,Mike McCoy,Dimo Alexiev",0910868,172533
Юленька (2009),Aleksandr Strizhenov,"Marat Basharov,Darya Balabanova,Aleksandr Strizhenov,Irina Kupchenko",1372747,172575
Last Year's Snow Was Falling (1983),Aleksandr Tatarskiy,Stanislav Sadalskiy,0219233,172577
Investigation Held by Kolobki (1986),,,3066856,172583
Karlson Returns (1970),Boris Stepantsev,"Vasiliy Livanov,Klara Rumyanova,Faina Ranevskaya",0209074,172585
Guardian Angels (1995),Jean-Marie Poiré,"Gérard Depardieu,Christian Clavier,Eva Grimaldi,Yves Rénier,Alexandre Eskimo",0112366,172595
The Saga of Biorn (2011),Frederik Valentin Bjerre-Poulsen,Phillip Sacramento,2040565,172609
Никто не знает про секс (2006),,,0479728,172619
"Hello, I'm Your Aunt! (1975)",Viktor Titov,"Aleksandr Kalyagin,Mikhail Kozakov,Armen Dzhigarkhanyan,Tamara Nosova,Tatyana Vedeneyeva",0073927,172623
Simon's Cat (2012),,,2057193,172631
Priklyucheniya Kapitana Vrungelya (1979),David Cherkasskiy,"Zinoviy Gerdt,Semyon Farada,Grigoriy Shpigel,Evgeniy Papernyy",0219263,172637
Arès (2016),Jean-Patrick Benes,"Ola Rapace,Micha Lescot,Ruth Vega Fernandez,Thierry Hancisse,Hélène Fillières",4216902,172641
Bleach: The DiamondDust Rebellion (2007),Noriyuki Abe,"Masakazu Morita,Romi Park,Akira Ishida,Fumiko Orikasa",1148261,172653
The Game of Truth (2013),Viktor Shamirov,"Yuriy Kutsenko,Dmitriy Maryanov,Irina Apeksimova,Konstantin Yushkevich",2996932,172665
From 180 & Taller (2005),Aleksandr Strizhenov,"Evgeniy Stychkin,Yekaterina Strizhenova,Ekaterina Guseva,Ivan Urgant,Kseniya Knyazeva",0450077,172675
The Heat (2006),Rezo Gigineishvili,"Agniya Ditkovskite,Aleksey Chadov,Artur Smolyaninov,Konstantin Kryukov,Tatyana Lyutaeva",0913446,172679
Law of Corruption (2005),Oleg Stepchenko,"Aleksei Kravchenko,Aleksandr Karpov,Aleksei Petrukhin,Mikhail Gorevoy,Viktoriya Tolstoganova",0457074,172681
The Jack Bull (1999),John Badham,"John Cusack,John Goodman,L.Q. Jones,Miranda Otto,John Savage",0171410,172683
Too Young to Die? (1990),Robert Markowitz,"Juliette Lewis,Brad Pitt,Michael Tucker,Alan Fudge,Emily Longstreth",0100797,172685
Sexy boys (2001),Stéphane Kazandjian,"Julien Baumgartner,Matthias Van Khache,Jérémie Elkaïm,Armelle Deutsch",0282155,172687
Comrades in Arms (1992),J. Christian Ingvordsen,"Lyle Alzado,Rick Washburn,J. Christian Ingvordsen,Lance Henriksen,Steven Kaman",0101608,172691
Space Station 3D (2002),Toni Myers,"Tom Cruise,James Arnold,Michael J. Bloomfield,Robert D. Cabana,Leroy Chiao",0290296,172695
Live and Remember (2008),Aleksandr Proshkin,"Dariya Moroz,Sergei Makovetsky,Evgeniya Glushenko,Mikhail Evlanov,Anna Mikhalkova",1285174,172713
Polar Opposites (2008),Fred Olen Ray,"Charles Shaughnessy,Tracy Nelson,Ken Barnett,Beth Grant,Kieren Hutchison",1172069,172721
The Secret Life of Chaos (2010),,Jim Al-Khalili,1674741,172725
Portal: No Escape (2011),Dan Trachtenberg,"Danielle Rayne,Alex Albrecht,Brad Arnold,James Logan",2034756,172731
The Double (2012),Evgeniy Abyzov,"Aleksandr Revva,Kristina Asmus,Dmitriy Khrustalev,Lyudmila Artemeva,Kseniya Buravskaya",2593290,172735
The Private Life of Plants (1995),,David Attenborough,0123360,172737
"Hello, We Are Your Cover! (2005)",Vitaly Mukhametzyanov,"Mikhail Politseymako,Andrey Fedortsov,Semyon Strugachyov,Mikhail Kozakov,Мария Берсенева",2046164,172749
Countdown (2006),Vadim Shmelyov,"Andrey Merzlikin,Oksana Akinshina,Oleg Shtefanko,Maksim Sukhanov,Leonid Yarmolnik",0814236,172753
Dead Weight (2002),Alain Berbérian,"Benoît Poelvoorde,Gérard Lanvin,José Garcia,Djimon Hounsou,Rossy de Palma",0283957,172761
Dazhe Ne Dumay (2003),Ruslan Baltzer,"Aleksei Alekseyev,Sergey Mukhin,Aleksey Panin",0382631,172767
Bella Mafia (1997),David Greene,"Vanessa Redgrave,Dennis Farina,Nastassja Kinski,Jennifer Tilly,James Marsden",0120602,172779
Львиная доля (2001),Aleksandr Muratov,"Yuri Belyayev,Chulpan Khamatova,Dmitriy Maryanov,Dmitriy Pevtsov,Nikolay Chindyaykin",0362832,172783
Paragraph 78: Film One (2007),Mikhail Khleborodov,"Yuriy Kutsenko,Vladimir Vdovichenkov,Grigorij Sijatvinda,Stanislav Duzhnikov,Aleksandr Tyutin",0459924,172785
Lovey-Dovey (2007),Aleksandr Strizhenov,"Yuriy Kutsenko,Kristina Orbakayte,Evgeniy Stychkin,Mikhail Kozakov,Andrey Krasko",0976209,172789
Каменная башка (2008),Filipp Yankovsky,"Oksana Fandera,Nikolay Valuev,Егор Пазенко,Vitaly Kishchenko,Борис Чунаев",1322330,172791
Vovka in the Kingdom of Far Far Away (1965),Boris Stepantsev,"Rina Zelyonaya,Klara Rumyanova,Mikhail Yanshin,Elena Ponsova,Emma Treyvas",0213309,172793
"Film, Film, Film (1968)",Fyodor Khitruk,"Aleksey Polevoy,Georgiy Vitsin",0212943,172795
"Mary Poppins, Goodbye (1983)",Leonid Kvinikhidze,"Natalya Andreychenko,Albert Filozov,Larisa Udovichenko,Lembit Ulfsak,Oleg Tabakov",0085932,172799
Odd Job (2016),Pascal Chaumeil,"Romain Duris,Michel Blanc,Alice Belaïdi,Alex Lutz,Charlie Dupont",4551314,172805
The Wizard of Lies (2017),Barry Levinson,"Robert De Niro,Michelle Pfeiffer,Hank Azaria,Kristen Connolly,Lily Rabe",1933667,172813
Newsmakers (2009),Anders Banke,"Andrey Merzlikin,Yevgeni Tsyganov,Maria Mashkova,Sergey Garmash,Maksim Konovalov",1230207,172817
Adventures of Mowgli: The Kidnapping (1968),Roman Davydov,"Stepan Bubnov,Lyudmila Kasatkina,Sergei Martinson,Anatoli Papanov,Lyusyena Ovchinnikova",1259772,172825
Sappho (2008),Robert Crombie,"Avalon Barrie,Todd Soley,Lyudmila Shiryaeva,Oksana Osipova,Elissaios Vlachos",0937373,172831
Hitler's Kaput! (2008),Marius Balchunas,"Pavel Derevyanko,Anna Semenovich,Yuriy Galtsev ,Yuriy Stoyanov,Aleksey Ogurtsov",1124396,172833
The Invincible (2008),Oleg Pogodin,"Vladimir Yepifantsev,Vladimir Turchinsky,Vladimir Steklov,Sergei Astakhov,Harry Borg",1091989,172835
Strayed (2009),Akan Satayev,"Tungyshbai Al-Tarazi,Ayganim Sadykova,Andrey Merzlikin",1494812,172847
The Priest (2009),Vladimir Khotinenko,"Sergei Makovetsky,Nina Usatova,Kirill Pletnev,Yuriy Tsurilo,Viktoriya Romanenko",1506452,172849
Evil Angel (2009),Richard Dutcher,"Ving Rhames,Bart Johnson,Ava Gaudet,Kristopher Shepard,Richard Dutcher",0892051,172859
Star Runners (2009),Matt King,"Connor Trinneer,James Kyson,Toni Trucks,Aja Evans,Michael Culkin",1239459,172861
Out Of Order (2010),Aleksandr Atanesyan,"Andrey Kaykov,Aleksandr Golovin,Nonna Grishaeva,Aleksandr Oleshko,Roman Kostomarov",1725050,172863
Office Romance. Our time (2011),Sarik Andreasyan,"Vladimir Zelenskiy,Svetlana Khodchenkova,Marat Basharov,Anastasiya Zavorotnyuk,Pavel Volya",1764600,172865
All Inclusive ili Vsyo Vklyucheno (2011),Eduard Radzyukevich,"Marina Aleksandrova,Anna Ardova,Mikhail Bespalov,Anfisa Chekhova,Viktoriya Dayneko",1846473,172871
August. Eighth (2012),Dzhanik Fayziev,"Svetlana Ivanova,Maksim Matveev,Artyom Fadeev,Aleksey Guskov,Aleksandr Oleshko",2094767,172883
That still Karloson! (2012),Sarik Andreasyan,"Mikhail Galustyan,Igor Vernik,Mariya Semkina,Nonna Grishaeva,Andrey Fedortsov",2288121,172885
Kid's Story (2003),Shinichiro Watanabe,"Clayton Watson,Keanu Reeves,Carrie-Anne Moss,Kevin Michael Richardson,John DeMita",0368574,172887
Program (2003),Yoshiaki Kawajiri,"Hedy Burress,Phil LaMarr,John DiMaggio",0366178,172889
Solovey-Razboynik (2012),Egor Baranov,"Ivan Okhlobystin,Sergei Badyuk,Vadim Demchog,Oksana Fandera,Mariya Golubkina",2475794,172893
The Billionaire (2011),Songyos Sugmakanan,"Pachara Chirathivat,Walanlak Kumsuwan,Pieak Poster,Somboonsuk Niyomsiri",2292955,172895
The Jungle (2012),Aleksandr Voytinskiy,"Vera Brezhneva,Sergey Svetlakov,Aleksandr Makogon,Marina Dyuzheva,Mikhail Efremov",2261719,172897
Ghost Recon: Alpha (2012),François Alaux,"Radek Bruna,Mark Ivanir,Keith Gilmore,Pavel Ledinsky,Charlotte Rampling",2386231,172899
The Storm Gate (2006),Andrey Malyukov,"Yevgeni Potapenko,Mikhail Porechenkov,Anatoliy Pashinin,Andrey Krasko,Ivan Zhidkov",0902981,172901
Diversant (2004),Andrey Malyukov,"Vladislav Galkin,Alexey Bardukov,Kirill Pletnev,Vladimir Menshov,Александр Лыков",0439358,172903
Cheburashka (1971),Roman Kachanov,"Klara Rumyanova,Vasiliy Livanov",0201520,172909
Botsman i Popugay (1982),Mikhail Kamenetskiy,"Efim Katsirov,Roman Filippov,Ольга Громова",2265779,172911
The Day of the Triffids (2009),Nick Copus,"Dougray Scott,Joely Richardson,Eddie Izzard,Brian Cox,Vanessa Redgrave",1332653,172913
Jungle Goddess (1948),Lewis D. Collins,"George Reeves,Wanda McKay,Ralph Byrd,Armida,Smoki Whitfield",0040500,173009
The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent (1957),Roger Corman,"Abby Dalton,Susan Cabot,Bradford Jackson,June Kenney,Richard Devon",0052156,173023
The Rebel Set (1959),Gene Fowler Jr.,"Gregg Palmer,Kathleen Crowley,Edward Platt,John Lupton,Don Sullivan",0053213,173037
The Dead Talk Back (1957),Merle S. Gould,"Aldo Farnese,Scott Douglas,Laura Brock,Earl Sands,Myron Natwick",0106682,173055
Danger!! Death Ray (1967),Gianfranco Baldanello,"Gordon Scott,Delfi Mauro,Nello Pazzafini,Alberto Dalbés,Silvia Solar",0062035,173077
Santo vs. the Vampire Women (1962),Alfonso Corona Blake,"Santo,Lorena Velázquez,María Duval,Jaime Fernández,Augusto Benedico",0055408,173079
Night of the Blood Beast (1958),Bernard L. Kowalski,"John Baer,Angela Greene,Ed Nelson,Georgianna Carter,Michael Emmet",0051993,173081
Terror from the Year 5000 (1958),Robert J. Gurney Jr.,"Ward Costello,Joyce Holden,Frederic Downs,John Stratton,Salome Jens",0052286,173087
Father Frost (1964),Aleksandr Rou,"Aleksandr Khvylya,Natalya Sedykh,Eduard Izotov,Inna Churikova,Pavel Pavlenko",0058374,173093
The Projected Man (1966),Ian Curteis,"Mary Peach,Bryant Haliday,Norman Wooland,Ronald Allen,Derek Farr",0062159,173105
The Final Sacrifice (1990),Tjardus Greidanus,"Bruce J. Mitchell,Christian Malcolm,Shane Marceau,Ron Anderson,Bharbara Egan",0131550,173113
Devilfish (1984),Lamberto Bava,"Michael Sopkiw,Valentine Monnier,Gianni Garko,William Berger,Iris Peynado",0088100,173115
Merlin's Shop of Mystical Wonders (1996),Kenneth J. Berton,"Ernest Borgnine,George Milan,Bunny Summers,John Terrence,Patricia Sansone",0174917,173123
The Bad Batch (2017),Ana Lily Amirpour,"Suki Waterhouse,Jason Momoa,Keanu Reeves,Giovanni Ribisi,Jim Carrey",4334266,173139
Kidnap (2017),Luis Prieto,"Halle Berry,Lew Temple,Dana Gourrier,Christopher Berry,Kristin McKenzie",1458169,173161
Siberiade (1979),Andrei Konchalovsky,"Nikita Mikhalkov,Vitali Solomin,Sergey Shakurov,Natalya Andreychenko,Lyudmila Gurchenko",0079907,173183
How to Talk to Girls at Parties (2017),John Cameron Mitchell,"Elle Fanning,Nicole Kidman,Ruth Wilson,Matt Lucas,Mark Douglas",3859310,173203
The Meyerowitz Stories (2017),Noah Baumbach,"Adam Sandler,Ben Stiller,Dustin Hoffman,Emma Thompson,Elizabeth Marvel",5536736,173205
Lenny Cooke (2013),Ben Safdie,Lenny Cooke,2606924,173257
Women (1965),Pavel Lyubimov,"Inna Makarova,Nadezhda Fedosova,Nina Sazonova,Galina Yatskina,Vitali Solomin",0166408,173277
Valerian and the City of a Thousand Planets (2017),Luc Besson,"Dane DeHaan,Cara Delevingne,Clive Owen,Rihanna,Ethan Hawke",2239822,173291
Maksim Perepelitsa (1955),Anatoli Granik,"Leonid Bykov,Konstantin Sorokin,Aleksandr Borisov,Nikolay Yakovchenko,Tatyana Pelttser",0048362,173321
Kincsem (2017),Gábor Herendi,"Ervin Nagy,Petrik Andrea,Tibor Gáspár,József Gyabronka,Keresztes Tamás",4964310,173331
Cat City (1986),Béla Ternovszky,"Miklós Benedek,László Sinkó,Gyula Bodrogi,Ilona Béres",0179955,173345
Travels of an Ant (1983),Eduard Nazarov,Eduard Nazarov,0216126,173355
You Were Never Really Here (2017),Lynne Ramsay,"Joaquin Phoenix,Ekaterina Samsonov,Alessandro Nivola,Alex Manette,John Doman",5742374,173369
Shambles (2016),Karl Lemieux,"Jean-Simon Leduc,Martin Dubreuil,Marie Brassard,Francis La Haye,Robin Aubert",5672952,173409
Metalocalypse: The Doomstar Requiem (2013),Mark Brooks,"Jack Black,Mark Hamill,Mike Keneally,Malcolm McDowell,Brendon Small",3298820,173433
The Night before the Exams (2006),Fausto Brizzi,"Nicolas Vaporidis,Cristiana Capotondi,Giorgio Faletti,Valeria Fabrizi,Eros Galbiati",0772187,173445
Umbrella Coup (1980),Gérard Oury,"Pierre Richard,Valérie Mairesse,Christine Murillo,Gérard Jugnot,Gordon Mitchell",0080565,173469
Mudhalvan (1999),S. Shankar,"Arjun Sarja,Manisha Koirala,Raghuvaran,Manivannan,Vadivelu",0220656,173513
